org,repository,url,state,created_at,merged_at,user.login,title
"jenkinsci","docker","https://github.com/jenkinsci/docker/pull/1294","closed","2022-03-01T17:27:56Z","2022-03-01T20:25:26Z","MarkEWaite","Use Debian bullseye 2022-02-28, not 2022-01-25"
"jenkinsci","git-plugin","https://github.com/jenkinsci/git-plugin/pull/1237","closed","2022-03-15T18:09:40Z","2022-07-27T14:51:56Z","rsandell","Disable local git hooks by default."
"jenkinsci","cloudbees-folder-plugin","https://github.com/jenkinsci/cloudbees-folder-plugin/pull/220","open","2022-03-09T23:05:43Z",,"basil","Extend startup notification timeout as jobs continue to be loaded"
"jenkinsci","build-blocker-plugin","https://github.com/jenkinsci/build-blocker-plugin/pull/16","closed","2022-03-09T15:14:28Z","2022-11-04T08:10:26Z","NotMyFault","Move away from deprecated Release Drafter App"
"jenkinsci","antisamy-markup-formatter-plugin","https://github.com/jenkinsci/antisamy-markup-formatter-plugin/pull/71","closed","2022-03-13T23:04:24Z","2022-11-03T21:30:27Z","basil","Remove `javaLevel`"
"jenkinsci","negotiatesso-plugin","https://github.com/jenkinsci/negotiatesso-plugin/pull/9","closed","2022-03-09T15:26:18Z","2022-11-03T16:37:52Z","NotMyFault","Move away from deprecated Release Drafter App"
"jenkinsci","docker-agent","https://github.com/jenkinsci/docker-agent/pull/234","closed","2022-03-01T17:34:13Z","2022-03-01T20:25:56Z","MarkEWaite","Update OS images"
"jenkinsci","build-health-cache-updater-plugin","https://github.com/jenkinsci/build-health-cache-updater-plugin/pull/2","closed","2022-03-09T17:16:31Z","2022-10-14T08:46:24Z","NotMyFault","Move away from deprecated Release Drafter App"
"jenkinsci","dependency-check-plugin","https://github.com/jenkinsci/dependency-check-plugin/pull/45","open","2022-03-14T15:42:50Z",,"swiss-chris","give the correct (reversed) priority to the drawn chart lines"
"jenkinsci","credentials-plugin","https://github.com/jenkinsci/credentials-plugin/pull/287","closed","2022-03-05T12:22:55Z","2022-03-26T17:56:03Z","timja","Modernise UI"
"jenkinsci","windows-slaves-plugin","https://github.com/jenkinsci/windows-slaves-plugin/pull/34","closed","2022-03-09T15:20:46Z","2022-09-24T12:46:46Z","NotMyFault","Move away from deprecated Release Drafter App"
"jenkinsci","opentelemetry-plugin","https://github.com/jenkinsci/opentelemetry-plugin/pull/355","closed","2022-03-08T16:30:19Z","2022-03-08T16:55:11Z","cyrille-leclerc","Add support for progressive rendering of logs stored in Elasticsearch while builds are in progress"
"jenkinsci","digitalocean-plugin","https://github.com/jenkinsci/digitalocean-plugin/pull/60","closed","2022-03-06T23:45:43Z","2022-09-05T19:52:10Z","halkeye","Remove slave from logs (as best as can)"
"jenkinsci","aws-secrets-manager-credentials-provider-plugin","https://github.com/jenkinsci/aws-secrets-manager-credentials-provider-plugin/pull/186","open","2022-03-03T17:15:01Z",,"trispad","Added Github App Credentials support"
"jenkinsci","job-restrictions-plugin","https://github.com/jenkinsci/job-restrictions-plugin/pull/92","closed","2022-03-09T15:17:53Z","2022-08-29T18:32:05Z","NotMyFault","Move away from deprecated Release Drafter App"
"jenkinsci","openstack-cloud-plugin","https://github.com/jenkinsci/openstack-cloud-plugin/pull/339","open","2022-03-04T16:14:04Z",,"ktdreyer","ui: document default instance cap value"
"jenkinsci","docker-commons-plugin","https://github.com/jenkinsci/docker-commons-plugin/pull/95","closed","2022-03-09T17:26:52Z","2022-08-23T09:26:51Z","NotMyFault","Deprecate Release Drafter app in favor of GitHub workflow"
"jenkinsci","git-client-plugin","https://github.com/jenkinsci/git-client-plugin/pull/824","closed","2022-03-02T17:44:40Z","2022-08-06T10:39:25Z","Hrushi20","Replace JUnit 3 tests with JUnit 4 tests"
"jenkinsci","javadoc-plugin","https://github.com/jenkinsci/javadoc-plugin/pull/55","closed","2022-03-14T18:46:42Z","2022-08-09T17:39:13Z","basil","Remove `javaLevel`"
"jenkinsci","javadoc-plugin","https://github.com/jenkinsci/javadoc-plugin/pull/54","closed","2022-03-14T18:46:14Z","2022-08-09T17:38:57Z","basil","EOL JSR 305"
"jenkinsci","pam-auth-plugin","https://github.com/jenkinsci/pam-auth-plugin/pull/21","closed","2022-03-09T16:23:48Z","2022-08-09T15:43:54Z","NotMyFault","Deprecate Release Drafter app in favor of GitHub workflow"
